"model" "year" "price" "transmission" "mileage" "fuelType" "tax" "mpg" "engineSize"
"12004" " Fiesta" 2019 13500 "Manual" 6241 "Petrol" 145 56.5 1
"12009" " Fiesta" 2018 11490 "Manual" 34575 "Petrol" 145 65.7 1
"12013" " Focus" 2019 27490 "Manual" 4127 "Diesel" 145 50.4 2
"12014" " Fiesta" 2019 12995 "Automatic" 11148 "Petrol" 145 65.7 1
"12015" " Kuga" 2019 17700 "Manual" 8273 "Diesel" 145 38.2 2
"12016" " Fiesta" 2019 13690 "Manual" 8514 "Petrol" 145 56.5 1
"12019" " Fiesta" 2018 10690 "Manual" 33811 "Petrol" 145 65.7 1
"12020" " Fiesta" 2018 10068 "Manual" 29907 "Petrol" 145 65.7 1
"12021" " Kuga" 2019 18890 "Manual" 13301 "Diesel" 145 54.3 1.5
"12023" " Fiesta" 2018 11800 "Manual" 17309 "Petrol" 145 61.4 1
"12024" " Kuga" 2018 14500 "Manual" 25451 "Diesel" 145 64.2 1.5
"12025" " Focus" 2019 16200 "Manual" 2982 "Petrol" 145 58.9 1
"12026" " Fiesta" 2018 10000 "Manual" 9670 "Petrol" 145 65.7 1
"12027" " Fiesta" 2018 9600 "Manual" 11266 "Petrol" 145 64.2 1.1
"12028" " Edge" 2019 33000 "Automatic" 10 "Diesel" 145 37.2 2
"12029" " Edge" 2019 33000 "Semi-Auto" 10 "Diesel" 145 37.2 2
"12033" " Fiesta" 2018 10900 "Manual" 9417 "Petrol" 145 65.7 1
"12036" " Focus" 2019 17940 "Manual" 3546 "Petrol" 145 49.6 1
"12037" " EcoSport" 2019 17200 "Manual" 3209 "Petrol" 145 51.4 1
"12038" " Focus" 2019 27200 "Manual" 4288 "Petrol" 145 34.5 2.3
"12039" " Fiesta" 2018 12800 "Manual" 4103 "Petrol" 145 58.9 1
"12040" " EcoSport" 2019 19194 "Manual" 9 "Petrol" 145 53.3 1
"12041" " Fiesta" 2020 17760 "Manual" 5 "Petrol" 145 58.9 1
"12042" " Fiesta" 2019 17000 "Manual" 5401 "Petrol" 145 60.1 1
"12044" " Fiesta" 2018 12290 "Manual" 32877 "Petrol" 145 65.7 1
"12046" " Fiesta" 2018 9990 "Manual" 15868 "Petrol" 145 64.2 1.1
"12048" " Focus" 2018 11490 "Manual" 5937 "Petrol" 150 60.1 1
"12050" " Fiesta" 2019 15995 "Manual" 1044 "Petrol" 145 60.1 1
"12051" " Focus" 2019 18495 "Manual" 6771 "Petrol" 145 60.1 1
"12052" " Focus" 2018 15890 "Manual" 5857 "Petrol" 145 58.9 1
"12056" " Kuga" 2019 19990 "Manual" 6124 "Diesel" 150 47.9 2
"12058" " Fiesta" 2019 14990 "Manual" 1637 "Petrol" 145 56.5 1
"12063" " Kuga" 2018 15990 "Manual" 22898 "Diesel" 150 54.3 2
"12065" " Focus" 2018 12690 "Manual" 16834 "Petrol" 145 60.1 1
"12066" " Focus" 2018 13490 "Manual" 26634 "Diesel" 145 74.3 1.5
"12067" " Kuga" 2019 18390 "Manual" 1654 "Petrol" 145 34.4 1.5
"12068" " Kuga" 2019 18100 "Manual" 16617 "Petrol" 145 39.2 1.5
"12075" " EcoSport" 2019 14500 "Manual" 554 "Petrol" 145 53.3 1
"12078" " Fiesta" 2019 14600 "Manual" 11273 "Petrol" 145 60.1 1
"12079" " Fiesta" 2019 14990 "Manual" 11719 "Petrol" 145 60.1 1
"12080" " EcoSport" 2020 20790 "Manual" 22 "Petrol" 145 53.3 1
"12081" " Fiesta" 2019 11990 "Manual" 19309 "Diesel" 145 88.3 1.5
"12083" " Fiesta" 2019 15490 "Manual" 8512 "Petrol" 145 60.1 1
"12084" " Focus" 2018 15490 "Manual" 12900 "Petrol" 145 60.1 1
"12087" " EcoSport" 2018 14790 "Manual" 11750 "Petrol" 145 53.3 1
"12088" " Fiesta" 2018 16890 "Semi-Auto" 6400 "Petrol" 145 48.7 1
"12089" " Fiesta" 2018 13490 "Automatic" 12600 "Petrol" 145 48.7 1
"12090" " Focus" 2018 14790 "Manual" 15750 "Petrol" 145 58.9 1
"12091" " Focus" 2018 14990 "Automatic" 15350 "Diesel" 145 67.3 1.5
"12094" " Fiesta" 2019 17799 "Manual" 1058 "Petrol" 145 58.9 1
"12095" " Puma" 2019 21250 "Manual" 3844 "Petrol" 145 50.4 1
"12096" " Fiesta" 2020 18999 "Manual" 1323 "Petrol" 145 40.3 1.5
"12099" " EcoSport" 2019 14699 "Manual" 5229 "Petrol" 145 53.3 1
"12100" " EcoSport" 2018 11899 "Manual" 12667 "Diesel" 145 68.9 1.5
"12103" " Edge" 2018 22299 "Manual" 4974 "Diesel" 145 48.7 2
"12105" " Kuga" 2018 17995 "Manual" 9500 "Petrol" 145 39.2 1.5
"12111" " EcoSport" 2018 14490 "Manual" 18000 "Petrol" 145 54.3 1
"12112" " EcoSport" 2018 13790 "Manual" 15000 "Petrol" 145 54.3 1
"12113" " Focus" 2018 13490 "Manual" 18100 "Petrol" 145 57.7 1
"12116" " Ka+" 2019 9400 "Manual" 8378 "Petrol" 145 47.9 1.2
"12117" " Fiesta" 2018 11700 "Manual" 19156 "Petrol" 145 61.4 1
"12119" " Fiesta" 2019 15990 "Manual" 8248 "Petrol" 150 55.4 1
"12125" " Puma" 2020 23970 "Manual" 899 "Petrol" 150 49.6 1
"12129" " Kuga" 2018 18970 "Manual" 7239 "Diesel" 150 64.2 1.5
"12132" " Fiesta" 2019 13750 "Manual" 5307 "Petrol" 145 58.9 1
"12133" " Fiesta" 2018 9500 "Manual" 17066 "Petrol" 145 64.2 1.1
"12135" " Kuga" 2018 20250 "Automatic" 2139 "Petrol" 150 31 1.5
"12150" " Fiesta" 2019 14970 "Manual" 4061 "Petrol" 150 60.1 1
"12151" " Fiesta" 2019 18970 "Manual" 10540 "Petrol" 150 40.3 1.5
"12152" " Fiesta" 2019 15470 "Manual" 3888 "Petrol" 145 58.9 1
"12154" " EcoSport" 2018 14770 "Semi-Auto" 2500 "Petrol" 150 48.7 1
"12156" " Kuga" 2019 22470 "Automatic" 9801 "Petrol" 150 29.4 1.5
"12157" " EcoSport" 2019 16570 "Manual" 11960 "Petrol" 150 52.3 1
"12159" " Fiesta" 2018 10370 "Manual" 34292 "Petrol" 150 65.7 1
"12164" " Fiesta" 2018 10990 "Manual" 15650 "Petrol" 145 65.7 1
"12165" " Kuga" 2018 18490 "Manual" 10000 "Petrol" 145 45.6 1.5
"12166" " Focus" 2018 15990 "Automatic" 12500 "Diesel" 145 67.3 1.5
"12168" " Fiesta" 2018 13990 "Semi-Auto" 9000 "Petrol" 145 48.7 1
"12169" " Focus" 2018 13990 "Manual" 16500 "Petrol" 145 58.9 1
"12170" " Fiesta" 2018 12490 "Manual" 7250 "Petrol" 145 65.7 1
"12171" " EcoSport" 2018 15490 "Manual" 10000 "Petrol" 145 54.3 1
"12172" " EcoSport" 2018 14990 "Manual" 9500 "Petrol" 145 54.3 1
"12173" " EcoSport" 2019 15990 "Manual" 7750 "Petrol" 145 53.3 1
"12175" " Focus" 2018 18000 "Manual" 10435 "Petrol" 145 41.5 2
"12176" " Fiesta" 2019 16570 "Semi-Auto" 6705 "Petrol" 145 48.7 1
"12177" " Edge" 2019 32470 "Semi-Auto" 3157 "Diesel" 145 37.2 2
"12178" " Focus" 2018 19990 "Automatic" 8500 "Diesel" 145 64.2 2
"12179" " Fiesta" 2018 11490 "Manual" 17050 "Petrol" 145 65.7 1
"12181" " Fiesta" 2018 10990 "Manual" 8700 "Petrol" 145 65.7 1
"12189" " Kuga" 2019 21970 "Manual" 2644 "Diesel" 150 39.2 2
"12190" " Focus" 2019 18770 "Automatic" 9162 "Diesel" 150 54.3 1.5
"12191" " Kuga" 2018 21570 "Semi-Auto" 16276 "Diesel" 150 54.3 2
"12194" " S-MAX" 2019 25470 "Manual" 13000 "Diesel" 150 54.3 2
"12195" " Fiesta" 2018 12870 "Manual" 10119 "Petrol" 145 58.9 1
"12196" " Fiesta" 2018 9590 "Manual" 35955 "Petrol" 145 65.7 1
"12197" " Ka+" 2019 9400 "Manual" 6254 "Petrol" 145 47.9 1.2
"12198" " Kuga" 2018 19270 "Semi-Auto" 6855 "Diesel" 145 42.2 2
"12200" " Fiesta" 2019 14970 "Semi-Auto" 9546 "Petrol" 145 48.7 1
"12202" " Kuga" 2019 17970 "Manual" 15732 "Petrol" 145 39.2 1.5
"12203" " EcoSport" 2019 15950 "Semi-Auto" 2898 "Petrol" 145 45.6 1
"12204" " Kuga" 2018 16100 "Manual" 14721 "Diesel" 150 47.9 2
"12206" " Focus" 2019 28000 "Manual" 3038 "Petrol" 145 34.5 2.3
"12207" " EcoSport" 2018 16000 "Manual" 3198 "Diesel" 145 58.9 1.5
"12211" " Focus" 2018 11599 "Manual" 19064 "Petrol" 145 61.4 1
"12212" " Kuga" 2018 18399 "Manual" 3326 "Diesel" 145 47.9 2
"12213" " Fiesta" 2019 14100 "Manual" 3285 "Petrol" 145 58.9 1
"12214" " Focus" 2018 12799 "Manual" 8968 "Petrol" 145 60.1 1
"12215" " Fiesta" 2019 15599 "Manual" 7558 "Petrol" 145 55.4 1
"12216" " Kuga" 2018 22000 "Semi-Auto" 9555 "Diesel" 145 54.3 2
"12217" " Fiesta" 2018 12900 "Manual" 3000 "Petrol" 145 60.1 1
"12218" " Focus" 2018 18000 "Manual" 5000 "Petrol" 145 58.9 1
"12224" " Fiesta" 2018 13000 "Manual" 11500 "Petrol" 150 65.7 1
"12225" " Focus" 2018 13500 "Manual" 12100 "Petrol" 150 57.7 1
"12226" " Kuga" 2018 16500 "Manual" 14000 "Diesel" 150 60.1 2
"12227" " Fiesta" 2019 11500 "Manual" 7540 "Petrol" 145 55.4 1.1
"12229" " Fiesta" 2019 11000 "Manual" 3346 "Petrol" 150 55.4 1.1
"12230" " Kuga" 2018 17500 "Manual" 10256 "Diesel" 150 60.1 2
"12231" " Fiesta" 2018 10500 "Manual" 5500 "Petrol" 150 55.4 1.1
"12232" " Focus" 2019 15300 "Manual" 10700 "Petrol" 150 60.1 1
"12233" " Focus" 2018 14000 "Manual" 5614 "Petrol" 145 60.1 1
"12234" " Focus" 2018 14199 "Manual" 2500 "Diesel" 145 74.3 1.5
"12235" " Focus" 2018 16399 "Manual" 10720 "Diesel" 145 67.3 2
"12236" " Focus" 2019 19000 "Manual" 6510 "Petrol" 145 58.9 1
"12237" " Focus" 2019 14400 "Manual" 20893 "Petrol" 150 60.1 1
"12238" " Fiesta" 2018 10700 "Manual" 29100 "Petrol" 150 65.7 1
"12239" " Focus" 2019 14200 "Manual" 4598 "Diesel" 150 80.7 1.5
"12241" " Kuga" 2018 19300 "Semi-Auto" 19000 "Diesel" 150 54.3 2
"12246" " Fiesta" 2018 10400 "Manual" 6169 "Petrol" 145 55.4 1.1
"12247" " Ka+" 2019 9400 "Manual" 6954 "Petrol" 145 47.9 1.2
"12250" " Ka+" 2019 9490 "Manual" 10439 "Petrol" 145 47.9 1.2
"12251" " Kuga" 2019 23570 "Manual" 4665 "Diesel" 145 37.7 2
"12252" " EcoSport" 2019 15970 "Manual" 6435 "Petrol" 145 51.4 1
"12254" " Focus" 2019 17250 "Automatic" 7013 "Diesel" 145 64.2 2
"12255" " Edge" 2019 30970 "Semi-Auto" 7055 "Diesel" 145 37.2 2
"12257" " Focus" 2018 11150 "Manual" 15180 "Petrol" 150 60.1 1
"12259" " Grand C-MAX" 2018 15970 "Semi-Auto" 1587 "Diesel" 150 51.4 1.5
"12261" " EcoSport" 2020 18470 "Manual" 726 "Petrol" 150 51.4 1
"12262" " C-MAX" 2019 14970 "Manual" 1534 "Petrol" 150 48.7 1
"12263" " EcoSport" 2019 15000 "Manual" 7999 "Petrol" 150 53.3 1
"12265" " Focus" 2018 17970 "Manual" 19254 "Petrol" 150 41.5 2
"12266" " Focus" 2018 14000 "Manual" 7506 "Petrol" 145 60.1 1
"12267" " Focus" 2019 27000 "Manual" 9737 "Petrol" 145 34.5 2.3
"12268" " Fiesta" 2018 10850 "Manual" 10527 "Petrol" 145 65.7 1
"12272" " Focus" 2018 15950 "Manual" 9987 "Petrol" 145 58.9 1
"12276" " Focus" 2019 17500 "Manual" 7876 "Petrol" 150 49.6 1
"12277" " Fiesta" 2019 11000 "Manual" 3617 "Petrol" 150 55.4 1.1
"12279" " Fiesta" 2018 14000 "Manual" 3595 "Petrol" 145 58.9 1
"12280" " Focus" 2019 15000 "Manual" 22856 "Petrol" 145 49.6 1
"12281" " Focus" 2018 14600 "Manual" 11033 "Petrol" 145 58.9 1
"12283" " Kuga" 2019 17400 "Manual" 9397 "Diesel" 145 45.6 1.5
"12285" " Fiesta" 2018 14500 "Manual" 14698 "Petrol" 145 62.8 1
"12287" " Kuga" 2019 20500 "Manual" 3600 "Petrol" 145 35.3 1.5
"12288" " Fiesta" 2018 10500 "Manual" 9684 "Petrol" 145 65.7 1
"12289" " Kuga" 2018 14700 "Manual" 25352 "Diesel" 145 64.2 1.5
"12292" " Focus" 2019 17800 "Manual" 4000 "Petrol" 150 58.9 1
"12295" " Focus" 2018 14000 "Manual" 4589 "Petrol" 150 57.7 1
"12298" " Fiesta" 2018 11200 "Manual" 6339 "Petrol" 145 65.7 1
"12299" " EcoSport" 2020 19000 "Manual" 10 "Petrol" 145 52.3 1
"12300" " Kuga" 2019 20700 "Manual" 5990 "Petrol" 145 35.3 1.5
"12301" " Fiesta" 2018 10500 "Manual" 13557 "Petrol" 145 65.7 1
"12302" " Fiesta" 2018 11500 "Manual" 3327 "Petrol" 145 65.7 1
"12303" " Kuga" 2019 20000 "Manual" 1387 "Petrol" 145 39.2 1.5
"12304" " Focus" 2019 17000 "Manual" 6000 "Petrol" 145 58.9 1
"12305" " EcoSport" 2019 17500 "Manual" 4500 "Petrol" 150 53.3 1
"12306" " Kuga" 2018 17950 "Manual" 12000 "Diesel" 150 60.1 2
"12307" " Focus" 2019 18000 "Manual" 6500 "Petrol" 150 49.6 1
"12309" " Kuga" 2018 14800 "Manual" 26450 "Diesel" 145 60.1 2
"12310" " Kuga" 2019 19500 "Manual" 11799 "Diesel" 145 39.2 2
"12311" " EcoSport" 2019 15500 "Manual" 3161 "Petrol" 145 53.3 1
"12313" " Fiesta" 2018 12000 "Manual" 10313 "Petrol" 145 65.7 1
"12314" " Focus" 2019 17000 "Manual" 7600 "Petrol" 145 58.9 1
"12317" " Fiesta" 2018 10500 "Manual" 10132 "Petrol" 145 65.7 1
"12318" " Fiesta" 2019 17000 "Manual" 2841 "Petrol" 145 40.3 1.5
"12319" " Fiesta" 2019 14500 "Manual" 8365 "Petrol" 145 58.9 1
"12320" " Fiesta" 2018 11200 "Manual" 7634 "Petrol" 145 65.7 1
"12321" " Fiesta" 2018 10500 "Manual" 9535 "Petrol" 145 65.7 1
"12323" " Grand Tourneo Connect" 2019 19500 "Automatic" 3942 "Diesel" 145 56.6 1.5
"12324" " Fiesta" 2019 15500 "Manual" 3754 "Petrol" 145 55.4 1
"12325" " Kuga" 2019 20700 "Manual" 990 "Diesel" 145 38.2 2
"12326" " Kuga" 2019 20000 "Manual" 6000 "Diesel" 145 38.2 2
"12329" " Fiesta" 2019 14800 "Manual" 656 "Petrol" 145 56.5 1
"12330" " Ka+" 2019 9991 "Manual" 3214 "Petrol" 150 47.9 1.2
"12331" " Fiesta" 2019 16991 "Semi-Auto" 3584 "Petrol" 150 48.7 1
"12332" " Fiesta" 2019 16991 "Semi-Auto" 3969 "Petrol" 150 48.7 1
"12333" " EcoSport" 2019 18991 "Semi-Auto" 5091 "Petrol" 150 44.1 1
"12336" " Fiesta" 2018 13820 "Manual" 13800 "Petrol" 145 55.4 1
"12337" " Focus" 2018 13100 "Manual" 8478 "Petrol" 150 60.1 1
"12338" " Focus" 2019 16700 "Manual" 5126 "Petrol" 150 58.9 1
"12339" " Focus" 2019 16500 "Manual" 5400 "Petrol" 150 58.9 1
"12343" " C-MAX" 2019 15000 "Semi-Auto" 4590 "Petrol" 145 37.2 1.5
"12345" " EcoSport" 2018 12000 "Manual" 13000 "Petrol" 150 54.3 1
"12347" " Fiesta" 2018 9990 "Manual" 26886 "Petrol" 150 58.9 1
"12351" " Fiesta" 2018 11000 "Manual" 20385 "Petrol" 150 62.8 1
"12352" " Focus" 2019 30359 "Manual" 2068 "Petrol" 150 34.5 2.3
"12353" " Fiesta" 2019 16991 "Semi-Auto" 1247 "Petrol" 150 48.7 1
"12354" " Fiesta" 2019 16991 "Semi-Auto" 2890 "Petrol" 150 48.7 1
"12355" " Focus" 2019 17991 "Manual" 1232 "Diesel" 150 61.4 1.5
"12357" " Focus" 2019 26000 "Manual" 8480 "Petrol" 145 34.5 2.3
"12358" " Ka+" 2018 8000 "Manual" 11296 "Petrol" 145 57.7 1.2
"12359" " Kuga" 2019 20000 "Manual" 3689 "Diesel" 145 38.2 2
"12360" " Focus" 2019 16000 "Manual" 6220 "Petrol" 145 58.9 1
"12361" " Focus" 2019 17700 "Manual" 4000 "Petrol" 145 58.9 1
"12362" " Fiesta" 2018 14000 "Manual" 8050 "Petrol" 145 57.7 1
"12364" " Fiesta" 2019 13000 "Manual" 879 "Petrol" 145 58.9 1
"12366" " Fiesta" 2018 10800 "Manual" 20465 "Petrol" 145 65.7 1
"12369" " Kuga" 2019 15500 "Manual" 9205 "Petrol" 145 34.4 1.5
"12370" " Galaxy" 2019 27700 "Semi-Auto" 9513 "Diesel" 145 46.3 2
"12371" " Ka+" 2018 7623 "Manual" 10006 "Petrol" 145 57.7 1.2
"12372" " EcoSport" 2019 16491 "Manual" 3982 "Petrol" 150 51.4 1
"12373" " S-MAX" 2020 22991 "Manual" 51 "Diesel" 150 47.1 2
"12376" " Focus" 2020 21990 "Automatic" 1955 "Diesel" 150 64.2 2
"12377" " Fiesta" 2018 8491 "Manual" 25087 "Petrol" 150 64.2 1.1
"12381" " Focus" 2019 17800 "Manual" 3200 "Petrol" 145 58.9 1
"12382" " Focus" 2019 18200 "Manual" 7500 "Petrol" 145 60.1 1
"12383" " Focus" 2019 16800 "Automatic" 4000 "Diesel" 145 67.3 1.5
"12384" " Fiesta" 2019 13500 "Manual" 5394 "Diesel" 145 88.3 1.5
"12385" " Fiesta" 2019 12500 "Manual" 7808 "Petrol" 145 65.7 1
"12386" " Kuga" 2019 19500 "Manual" 12330 "Diesel" 145 47.9 2
"12387" " Focus" 2019 17000 "Automatic" 3790 "Diesel" 145 64.2 2
"12389" " Galaxy" 2019 27500 "Semi-Auto" 3763 "Diesel" 145 54.3 2
"12390" " Kuga" 2019 20000 "Manual" 6000 "Petrol" 145 35.3 1.5
"12392" " Kuga" 2018 15100 "Manual" 19161 "Diesel" 145 60.1 2
"12393" " Focus" 2019 17000 "Manual" 14000 "Petrol" 145 60.1 1
"12395" " Fiesta" 2019 13000 "Manual" 4777 "Petrol" 145 56.5 1
"12398" " Fiesta" 2019 12500 "Manual" 7983 "Petrol" 145 58.9 1
"12399" " Focus" 2018 17500 "Manual" 7356 "Petrol" 145 41.5 2
"12400" " Fiesta" 2018 11300 "Manual" 13354 "Petrol" 145 65.7 1
"12402" " Fiesta" 2018 12700 "Manual" 23531 "Petrol" 145 62.8 1
"12404" " Fiesta" 2018 13100 "Manual" 9000 "Petrol" 145 58.9 1
"12405" " Fiesta" 2018 10100 "Manual" 10985 "Petrol" 145 55.4 1.1
"12407" " Focus" 2019 15500 "Manual" 9204 "Petrol" 145 58.9 1
"12408" " Fiesta" 2019 15100 "Manual" 9000 "Petrol" 145 55.4 1
"12409" " Focus" 2018 14800 "Automatic" 14654 "Diesel" 145 67.3 1.5
"12410" " Fiesta" 2019 12500 "Manual" 1100 "Petrol" 145 58.9 1
"12413" " Fiesta" 2018 9290 "Manual" 33328 "Petrol" 145 65.7 1
"12414" " EcoSport" 2018 14790 "Manual" 7315 "Petrol" 145 51.4 1
"12415" " Kuga" 2019 18490 "Manual" 8319 "Diesel" 145 47.9 2
"12416" " Kuga" 2018 13690 "Manual" 15258 "Diesel" 145 54.3 1.5
"12417" " Fiesta" 2018 10990 "Manual" 11238 "Petrol" 145 65.7 1
"12418" " Fiesta" 2018 10490 "Manual" 5424 "Petrol" 145 65.7 1
"12419" " Fiesta" 2019 14690 "Manual" 4247 "Petrol" 145 60.1 1
"12420" " Focus" 2019 18690 "Manual" 3735 "Petrol" 145 48.7 1
"12421" " Fiesta" 2018 9890 "Manual" 28298 "Petrol" 145 65.7 1
"12428" " Focus" 2019 16990 "Manual" 3788 "Petrol" 145 60.1 1
"12429" " Focus" 2019 16500 "Manual" 4974 "Petrol" 145 58.9 1
"12430" " Fiesta" 2019 15200 "Manual" 4188 "Petrol" 145 55.4 1
"12433" " Fiesta" 2019 13990 "Manual" 279 "Petrol" 145 58.9 1
"12434" " Focus" 2019 22495 "Automatic" 4294 "Diesel" 145 64.2 2
"12435" " Puma" 2020 21991 "Manual" 1211 "Petrol" 145 49.6 1
"12436" " Fiesta" 2020 18995 "Manual" 2561 "Petrol" 145 49.6 1
"12437" " Puma" 2019 18990 "Manual" 2233 "Petrol" 145 51.4 1
"12438" " Focus" 2018 17490 "Manual" 14657 "Petrol" 150 41.5 2
"12440" " Grand C-MAX" 2019 14590 "Manual" 5417 "Diesel" 145 56.5 1.5
"12442" " Fiesta" 2018 10990 "Manual" 8183 "Petrol" 150 65.7 1
"12443" " Ka+" 2019 9490 "Manual" 10158 "Petrol" 145 47.9 1.2
"12444" " Fiesta" 2018 10790 "Manual" 14890 "Petrol" 145 65.7 1
"12445" " Focus" 2018 10990 "Manual" 22947 "Petrol" 145 60.1 1
"12447" " Focus" 2019 15000 "Manual" 13337 "Diesel" 145 62.8 1.5
"12448" " Focus" 2019 17000 "Manual" 14146 "Petrol" 145 46.3 1.5
"12449" " Focus" 2019 16000 "Manual" 8239 "Petrol" 145 49.6 1
"12450" " Focus" 2019 16700 "Manual" 11281 "Petrol" 145 49.6 1
"12451" " Fiesta" 2019 13000 "Manual" 11276 "Petrol" 145 58.9 1
"12452" " Focus" 2019 15900 "Manual" 11540 "Petrol" 145 48.7 1
"12453" " Focus" 2019 16500 "Manual" 14151 "Petrol" 145 46.3 1.5
"12454" " Focus" 2019 15200 "Manual" 13574 "Petrol" 145 49.6 1
"12455" " Focus" 2019 16700 "Automatic" 12555 "Petrol" 145 41.5 1
"12456" " Focus" 2018 11490 "Manual" 16823 "Petrol" 145 60.1 1
"12466" " EcoSport" 2019 16800 "Automatic" 5177 "Petrol" 145 44.1 1
"12467" " Focus" 2019 18000 "Manual" 7285 "Petrol" 145 45.6 1.5
"12468" " Fiesta" 2019 13000 "Manual" 5728 "Petrol" 145 56.5 1
"12469" " Fiesta" 2019 15800 "Semi-Auto" 10168 "Petrol" 145 48.7 1
"12470" " Galaxy" 2019 24000 "Manual" 8307 "Diesel" 145 55.4 2
"12471" " Fiesta" 2019 15000 "Manual" 3202 "Petrol" 145 60.1 1
"12472" " Galaxy" 2019 28300 "Semi-Auto" 4311 "Diesel" 145 54.3 2
"12474" " Focus" 2018 11990 "Manual" 20312 "Petrol" 145 57.7 1
"12476" " Fiesta" 2018 8290 "Manual" 29841 "Petrol" 145 64.2 1.1
"12477" " Focus" 2019 15200 "Manual" 13595 "Petrol" 145 49.6 1
"12478" " Fiesta" 2018 10000 "Manual" 14285 "Petrol" 150 55.4 1.1
"12479" " Mondeo" 2019 22000 "Automatic" 10408 "Diesel" 145 58.9 2
"12480" " EcoSport" 2018 14000 "Manual" 13912 "Petrol" 150 54.3 1
"12481" " Kuga" 2018 16500 "Semi-Auto" 11012 "Diesel" 150 58.9 1.5
"12483" " Fiesta" 2019 12500 "Manual" 8788 "Petrol" 150 60.1 1
"12485" " Fiesta" 2019 10699 "Manual" 8480 "Petrol" 145 55.4 1.1
"12486" " Kuga" 2019 17000 "Manual" 10042 "Diesel" 145 47.9 2
"12489" " EcoSport" 2018 13000 "Manual" 19108 "Petrol" 145 54.3 1
"12490" " Kuga" 2018 18000 "Automatic" 19706 "Diesel" 145 47.9 2
"12491" " Kuga" 2019 20000 "Manual" 8371 "Petrol" 145 35.3 1.5
"12494" " EcoSport" 2019 14700 "Manual" 1855 "Petrol" 145 53.3 1
"12495" " EcoSport" 2019 16000 "Manual" 5202 "Petrol" 145 52.3 1
"12496" " Fiesta" 2019 13800 "Manual" 8292 "Petrol" 145 56.5 1
"12497" " Fiesta" 2019 14500 "Manual" 5268 "Petrol" 145 60.1 1
"12498" " Fiesta" 2019 14000 "Manual" 3532 "Petrol" 145 56.5 1
"12499" " EcoSport" 2019 17500 "Semi-Auto" 1692 "Petrol" 145 45.6 1
"12500" " EcoSport" 2019 17000 "Manual" 581 "Petrol" 145 52.3 1
"12501" " EcoSport" 2019 16900 "Manual" 3144 "Petrol" 145 52.3 1
"12502" " Focus" 2019 19600 "Automatic" 4537 "Petrol" 145 39.2 1.5
"12507" " Fiesta" 2018 10500 "Manual" 35620 "Petrol" 145 65.7 1
"12508" " Focus" 2019 16300 "Automatic" 11228 "Petrol" 145 48.7 1
"12510" " Fiesta" 2018 9500 "Manual" 17685 "Petrol" 145 64.2 1.1
"12511" " EcoSport" 2018 12150 "Manual" 8484 "Petrol" 145 53.3 1
"12512" " Focus" 2019 17500 "Manual" 20 "Petrol" 145 58.9 1
"12517" " Kuga" 2019 19500 "Manual" 5785 "Petrol" 150 35.3 1.5
"12518" " Focus" 2018 17500 "Manual" 14008 "Petrol" 150 51.4 1.5
"12519" " Fiesta" 2018 10750 "Manual" 28714 "Petrol" 150 65.7 1
"12520" " Fiesta" 2018 9750 "Manual" 14603 "Petrol" 150 64.2 1.1
"12522" " EcoSport" 2019 15500 "Manual" 2614 "Petrol" 150 53.3 1
"12523" " EcoSport" 2019 15450 "Manual" 5053 "Petrol" 150 51.4 1
"12524" " Focus" 2019 17990 "Manual" 2972 "Petrol" 145 58.9 1
"12527" " Kuga" 2018 20750 "Automatic" 5911 "Petrol" 145 31 1.5
"12529" " Focus" 2019 14450 "Manual" 16443 "Petrol" 145 58.9 1
"12530" " Focus" 2019 15950 "Automatic" 14190 "Petrol" 145 50.4 1
"12532" " Kuga" 2018 16950 "Manual" 3376 "Diesel" 145 54.3 1.5
"12534" " Kuga" 2019 26500 "Semi-Auto" 4153 "Diesel" 145 42.2 2
"12540" " Focus" 2019 24950 "Manual" 3881 "Diesel" 145 50.4 2
"12541" " Focus" 2019 16450 "Manual" 4651 "Petrol" 145 60.1 1
"12542" " Fiesta" 2018 10950 "Manual" 10302 "Petrol" 145 65.7 1
"12544" " Fiesta" 2018 12900 "Manual" 20 "Petrol" 145 58.9 1
"12545" " Focus" 2018 17250 "Manual" 6324 "Petrol" 145 60.1 1
"12546" " Fiesta" 2019 12850 "Manual" 5 "Petrol" 145 48.7 1.1
"12547" " Focus" 2019 17500 "Manual" 5492 "Petrol" 145 60.1 1
"12548" " Fiesta" 2020 15000 "Manual" 32 "Petrol" 145 56.5 1
"12549" " Fiesta" 2020 14995 "Manual" 50 "Petrol" 145 56.5 1
"12550" " Fiesta" 2020 15000 "Manual" 35 "Petrol" 145 56.5 1
"12551" " Focus" 2018 11950 "Manual" 10041 "Petrol" 145 60.1 1
"12552" " Focus" 2019 18450 "Automatic" 4670 "Petrol" 145 40.9 1.5
"12553" " Fiesta" 2019 17500 "Semi-Auto" 4026 "Petrol" 145 48.7 1
"12554" " Fiesta" 2019 12450 "Manual" 350 "Petrol" 145 58.9 1
"12555" " Fiesta" 2019 13950 "Manual" 10497 "Petrol" 145 55.4 1
"12556" " Fiesta" 2019 13100 "Manual" 12634 "Petrol" 145 58.9 1
"12557" " EcoSport" 2019 17500 "Semi-Auto" 1808 "Petrol" 145 44.1 1
"12558" " S-MAX" 2019 25500 "Semi-Auto" 15519 "Diesel" 145 51.4 2
